epoch,ax,ay,az,gx,gy,gz,load,offset,error,force,frame,RF,LF,RH,LH
1670699062226.00,-1.906222995,-1.563003738,1.8815511597083525,262.59,-3.55,20.75,112701,31936,0,294.8042509229613,1983,0,1,0,0
1670699062233.00,-1.015231544,-0.643532893,0.4712453149074187,252.6,168,-12.3,112701,31936,0,294.8042509229613,1984,0,1,0,0
1670699062242.00,0.9157437932861535,0.38592912427117854,0.12094336349958962,217.1,215.36,-39.77,100720,31936,0,263.4021042833498,1985,0,1,0,0
1670699062249.00,1.4467028601187815,0.85538281,1.1706475570710664,151.01,211.23,-62.69,100720,31936,0,263.4021042833498,1986,0,1,0,0
1670699062258.00,1.0476453394399667,0.8048286007631208,0.7803598989070929,130.85,194.09,-38.12,93761,31936,0,245.16259685783805,1987,0,1,0,0
1670699062265.00,0.6585705111243665,0.2942666932324819,8.211542633128344e-05,173.63,114.79,-19.21,93761,31936,0,245.16259685783805,1988,0,1,0,0
1670699062274.00,-0.230522729,-0.126302956,-1.620184263,160.74,-28.35,9.29,93220,31936,0,243.7446383124721,1989,0,1,0,0
1670699062281.00,-2.149635647,-0.866880503,-0.960437628,135.4,-89.67,31.83,93220,31936,0,243.7446383124721,1990,0,1,0,0
1670699062290.00,-3.568769264,-1.797466001,1.3893239136633209,63.84,121.49,18.7,92991,31936,0,243.1444303514946,1991,0,0,0,0
1670699062297.00,-0.857923894,-2.238059136,1.5391023832533484,17.05,64.87,26.35,92991,31936,0,243.1444303514946,1992,0,0,0,0
1670699062306.00,-0.057099012,-2.118658957,1.6188995364129404,-42.82,75.38,46.59,90144,31936,0,235.68245626894944,1993,0,0,0,0
1670699062313.00,-0.126293542,-1.289263734,1.7987165774597844,-68.02,112.92,73.87,90144,31936,0,235.68245626894944,1994,0,0,0,0
1670699062322.00,0.22449377743895632,-0.419871014,0.8985540783687826,-46.94,62.43,197.51,87527,31936,0,228.8233111428445,1995,0,0,0,0
1670699062329.00,0.6252642190124709,0.24952215407596878,0.5584120384562806,-25.22,63.66,209.17,87527,31936,0,228.8233111428445,1995,0,0,0,0
1670699062338.00,1.3160189393396946,1.7389188954604478,0.068290045,2.48,9.89,199.18,86936,31936,0,227.2743028243393,1997,0,0,0,0
1670699062345.00,0.9267588280461965,1.8183221539090155,-0.021812538,11.66,-123.86,163.48,86936,31936,0,227.2743028243393,1997,0,0,0,0
1670699062354.00,-0.082515581,1.517734379208691,-0.841896413,-7.15,-211.65,131.32,86659,31936,0,226.54828708114823,1998,0,0,1,0
1670699062361.00,-0.511804017,1.197157388038627,-1.371962181,-4.87,-110.36,117.54,86659,31936,0,226.54828708114823,1999,0,0,1,0
1670699062370.00,-0.541106259,0.5965924108458095,-1.482010143,-16.55,15.4,91.17,87920,31936,0,229.8533623597185,2000,0,0,1,0
1670699062377.00,-0.620421956,-0.063959756,-0.832040141,-51.06,80.06,68.98,87920,31936,0,229.8533623597185,2001,0,0,1,0
1670699062386.00,-0.069750555,-0.054498554,0.8379484234473776,-172.87,185.57,9.68,89915,31936,0,235.08224830797195,2002,0,0,1,0
1670699062393.00,0.37090864880213353,0.2149764939708262,1.5279563353635075,-169.33,186.16,-5.78,89915,31936,0,235.08224830797195,2003,0,0,1,1
1670699062402.00,0.7915563936349714,-0.135534152,1.1179841930343417,-118.3,156.38,-32.35,90230,31936,0,235.90786187874883,2004,0,0,1,1
1670699062409.00,0.7721932844283322,-0.286030037,0.8980321695082043,-132.46,128.6,-40.84,90230,31936,0,235.90786187874883,2005,0,0,1,1
1670699062418.00,0.8228196752195036,-0.736510658,0.9080999849392757,-215.09,110.06,-12.98,90373,31936,0,236.2826642299269,2006,0,0,1,1
1670699062425.00,0.7934356143816209,-0.746975371,1.1381869564524618,-273.64,106.77,12.72,90373,31936,0,236.2826642299269,2007,0,0,1,1
1670699062434.00,0.5940408363922488,-0.247423308,0.7782920148275922,-278.21,113.65,39.32,91212,31936,0,238.4816794232024,2008,0,0,0,1
1670699062441.00,0.3746347870284499,0.31214661043670106,0.068413728,-274.13,83.52,57.35,91212,31936,0,238.4816794232024,2009,0,0,0,1
1670699062450.00,-0.344783305,1.2117355286829514,-0.701449577,-282.9,0.81,66.11,93305,31936,0,243.9674229268087,2010,0,0,0,1
1670699062457.00,-0.91421429,1.5813444294010621,-0.921299599,-286.36,-47.04,75.36,93305,31936,0,243.9674229268087,2011,0,0,0,1
1670699062466.00,-1.193658896,3.0209738554297734,-0.55113785,-284.03,-89.22,21.08,100244,31936,0,262.1545104430648,2012,0,0,0,1
1670699062473.00,-0.713117555,3.4106235978148325,-0.160965578,-190.91,84.5,-16.44,100244,31936,0,262.1545104430648,2013,0,0,0,1
1670699062482.00,0.9674096301315553,2.2602924108701137,0.8992161560774545,-37.61,190.99,-48.55,111207,31936,0,290.88848370156245,2014,0,0,0,0
1670699062489.00,1.0379226794119716,0.3199779641796266,0.2094062958541716,136.23,-9.35,-77.49,111207,31936,0,290.88848370156245,2015,1,0,0,0
1670699062498.00,0.5384214535834295,-0.76032284,-1.96039629,250.68,-176.01,-45.74,118008,31936,0,308.7138738439544,2016,1,0,0,0
1670699062505.00,-0.291094467,-0.470613368,-1.79019261,204.16,-142.52,-48.09,118008,31936,0,308.7138738439544,2017,1,0,0,0
1670699062514.00,-1.210625653,0.5391030686439399,-2.429983184,194.4,-141.15,-5.91,118183,31936,0,309.1725480499415,2018,1,0,0,0
1670699062521.00,-0.710172569,0.3988232368033358,-2.559767766,179.39,-140.15,13.1,118183,31936,0,309.1725480499415,2018,1,0,0,0
1670699062530.00,1.7802645408877875,-0.711456135,-2.5995452,155.77,-209.04,-5.09,120182,31936,0,314.41191798004616,2020,1,0,0,0
1670699062537.00,2.3006854322061217,-1.301738317,-2.919313327,142.01,-277.54,-5.7,120182,31936,0,314.41191798004616,2020,1,0,0,0
1670699062546.00,1.1910894365218492,-1.41202636,-2.349068933,121.9,-286.72,-55.26,124387,31936,0,325.4332039010516,2021,1,0,0,0
1670699062553.00,-0.228524732,-1.592322879,0.00119219,135.84,-230.61,-81.68,124387,31936,0,325.4332039010516,2022,1,0,0,0
1670699062562.00,-1.938158741,-2.342629912,1.5114749203462128,198.87,-112.15,-43.73,126100,31936,0,329.92296912880005,2023,1,1,0,0
1670699062569.00,-2.017814155,-2.192948799,1.971784243,238.76,-17.4,-8.65,126100,31936,0,329.92296912880005,2024,1,1,0,0
1670699062578.00,-0.887492034,-1.323280082,1.5421247391629076,253.8,134.33,-39.47,119375,31936,0,312.2967746415797,2025,1,1,0,0
1670699062585.00,0.052807153000649254,-0.873623546,0.7325003739771875,261.53,145.37,-60.64,119375,31936,0,312.2967746415797,2026,0,1,0,0
1670699062594.00,1.6430832706052831,1.2460215514299195,2.6129145077177727,61.36,172.01,-107.65,106084,31936,0,277.4611239457216,2027,0,1,0,0
1670699062601.00,1.2433361208233176,1.7056561068246932,2.813369857502284,39.37,167.62,-102.58,106084,31936,0,277.4611239457216,2028,0,1,0,0
1670699062610.00,0.703565135,0.6252807629236253,0.7538683383901098,175.66,0.94,-61.86,99397,31936,0,259.93452728608696,2029,0,1,0,0
1670699062617.00,-1.026230652,-0.345104249,-0.175588905,172.29,-34.14,-41.07,99397,31936,0,259.93452728608696,2030,0,1,0,0
1670699062626.00,-1.33605234,-0.065498955,-1.895001123,159.09,-42.94,-23.76,96194,31936,0,251.5394788187908,2031,0,1,0,0
1670699062633.00,-3.985900743,-1.915903383,1.4656324679722912,39.6,29.05,-48.75,96194,31936,0,251.5394788187908,2032,0,1,0,0
1670699062642.00,-3.015775917,-2.356317279,1.856312742372558,-20.34,191.93,-9.44,95695,31936,0,250.2316020828617,2033,0,0,0,0
1670699062649.00,0.4343231266117268,-3.126739777,2.0170403119035485,9.92,189.2,37.49,95695,31936,0,250.2316020828617,2034,0,0,0,0
1670699062658.00,0.5543982010091935,-1.967169102,1.467815174093579,-103,102.69,88.02,89800,31936,0,234.78083382975183,2035,0,0,0,0
1670699062665.00,0.2744513936253094,-1.147602505,1.5386366180433833,-123.17,94.62,117.35,89800,31936,0,234.78083382975183,2036,0,0,0,0
1670699062674.00,0.3244847049582362,0.4119635321050832,1.6895032700102721,-120.58,83.02,183.32,87573,31936,0,228.94387693413253,2037,0,0,0,0
1670699062681.00,1.0244999703637225,1.6815328917709438,1.1504131319900763,-81.21,53.37,217.24,87573,31936,0,228.94387693413253,2038,0,0,1,0
1670699062690.00,1.1444988046702522,2.041109338723011,0.6013636332510035,-35.24,-34.97,206.32,86244,31936,0,225.46057396409304,2039,0,0,1,0
1670699062697.00,0.22448251038615386,1.3206961372073853,0.11235176116585377,-36.82,-135.13,151.16,86244,31936,0,225.46057396409304,2040,0,0,1,0
1670699062706.00,-0.14554791,0.6802959192450941,-1.116625727,1.24,-94.07,96.51,85933,31936,0,224.64544437516727,2041,0,0,1,0
1670699062713.00,0.5644083718001823,0.28991079853188645,-1.645572028,11.35,-49.29,83.78,85933,31936,0,224.64544437516727,2041,0,0,1,0
1670699062722.00,0.5243520874944521,0.079542573,-0.524490018,-115.66,90.93,36.9,86170,31936,0,225.2666203,2043,0,0,1,1
1670699062729.00,0.46428382804190493,-0.00080711,-0.013382169,-175.71,127.62,14.3,86170,31936,0,225.2666203,2043,0,0,1,1
1670699062738.00,0.3542039984246414,-0.301136656,0.6377493056907024,-252.39,130.19,-37.9,86629,31936,0,226.46965721726477,2044,0,0,1,1
1670699062745.00,0.11411282956845001,-0.371444443,0.7189022052350593,-280.14,97.01,-73.2,86629,31936,0,226.46965721726477,2045,0,0,1,1
1670699062754.00,-0.225989566,-0.52172876,1.010074151229511,-286.72,71.11,-57.22,87302,31936,0,228.23358716371817,2046,0,0,1,1
1670699062761.00,-0.166103112,-0.471987741,1.1312624653560865,-286.72,112.12,-19.58,87302,31936,0,228.23358716371817,2047,0,0,1,1
1670699062770.00,0.003772296,0.067780642,1.122464089647052,-286.72,167.18,18.64,88459,31936,0,231.2660789141589,2048,0,0,1,1
1670699062777.00,0.4136367982967547,0.69757853,0.4536755548338287,-286.72,183.13,55.02,88459,31936,0,231.2660789141589,2049,0,0,0,1
1670699062786.00,0.8034904941527421,1.4274080060974572,-0.38510695,-273.62,129.82,71.99,89806,31936,0,234.79655980252852,2050,0,0,0,1
1670699062793.00,0.7933333253598256,1.7172708685751563,-0.63388739,-264.52,66.37,65.93,89806,31936,0,234.79655980252852,2051,0,0,0,1
1670699062802.00,-0.586834993,2.507168397951414,-0.822669661,-244.57,-75.51,19.29,93647,31936,0,244.86380337508072,2052,0,0,0,1
1670699062809.00,-0.98701487,2.6771011406852145,-0.611457441,-207.61,-88.91,-24.32,93647,31936,0,244.86380337508072,2053,0,0,0,1
1670699062818.00,-1.527206592,2.567068729985619,0.14974584503840002,-132.05,62.59,-68.78,97628,31936,0,255.2979863124226,2054,0,0,0,1
1670699062825.00,-0.047410105,1.557069810513902,0.090936946,7.92,137.08,-62.13,97628,31936,0,255.2979863124226,2055,0,0,0,0
1670699062834.00,0.952374969,0.9371021344233776,0.3221126527491983,113.38,4.93,-70.88,97201,31936,0,254.1788212,2056,1,0,0,0
1670699062841.00,1.312149064875496,0.15716280055297993,-1.27673026,201.13,-212.44,-46.97,97201,31936,0,254.1788212,2057,1,0,0,0
1670699062850.00,0.8319123634326808,0.22724852678134266,-2.605594883,236.37,-242.77,-65.04,99246,31936,0,259.5387569712066,2058,1,0,0,0
1670699062857.00,0.6216646587726249,0.1373558490402268,-2.314483835,225.05,-219.05,-63.67,99246,31936,0,259.5387569712066,2059,1,0,0,0
1670699062866.00,0.10140540080080539,-0.452518772,-2.323398935,212.54,-179.99,-46.29,100117,31936,0,261.8216440192912,2060,1,0,0,0
1670699062873.00,-0.018866179,-0.412378868,-2.892341062,207.55,-145.87,-46.87,100117,31936,0,261.8216440192912,2061,1,0,0,0
1670699062882.00,0.6308490391222461,-0.352227872,-2.891310088,150.82,-127.81,-48.48,100186,31936,0,262.00249270622334,2062,1,0,0,0
1670699062889.00,1.7505500454163965,-0.442069067,-2.150304822,91.46,-201.78,-75.72,100186,31936,0,262.00249270622334,2063,1,0,0,0
1670699062898.00,1.430235525,-0.391905577,-0.929323057,111.48,-222.99,-140.69,100081,31936,0,261.7272882,2064,1,1,0,0
1670699062905.00,-0.860096283,-1.131740349,1.4316381555685087,197.18,-264.92,-117.98,100081,31936,0,261.7272882,2064,1,1,0,0
1670699062914.00,-3.240447378,-2.251576046,1.5325820072812715,272.3,-229.49,10.2,105492,31936,0,275.9094946317536,2066,0,1,0,0
1670699062921.00,-2.820819421,-2.80141482,0.9635114455023854,286.4,-155.18,52.73,105492,31936,0,275.9094946317536,2066,0,1,0,0
1670699062930.00,-1.231213228,-1.461258046,1.094428945071282,261.24,56.43,-83.49,103439,31936,0,270.5285909466587,2067,0,1,0,0
1670699062937.00,-0.341628716,-0.891106259,0.23533653296705487,259.6,158.99,-90.19,103439,31936,0,270.5285909466587,2068,0,1,0,0
1670699062946.00,1.3379347442686234,0.5590406354610672,1.176235885215616,158.82,253.58,-77.53,97270,31936,0,254.3596699367461,2069,0,1,0,0
1670699062953.00,1.6574778536441366,0.7391830056220932,1.8671283454830756,41.47,264.79,-40.49,97270,31936,0,254.3596699367461,2070,0,1,0,0
1670699062962.00,0.5570009966178944,0.10932118593421239,0.028014843655138046,115.26,98.63,-43.12,97573,31936,0,255.15383156196955,2071,0,1,0,0
1670699062969.00,-0.593495856,-0.080544643,-2.401104036,141.38,17.67,-42.57,97573,31936,0,255.15383156196955,2072,0,1,0,0
1670699062978.00,-4.134012852,-1.050414368,1.099772283383683,66.31,45.05,-66.08,100556,31936,0,262.97226102745327,2073,0,1,0,0
1670699062985.00,-4.384549627,-1.260287762,1.3806445440518622,53.1,180.43,-20.82,100556,31936,0,262.97226102745327,2074,0,1,0,0
1670699062994.00,1.1848952569179894,-2.55016424,1.3715133908541484,62.47,124.91,98.55,98741,31936,0,258.2151542625009,2075,0,0,0,0
1670699063003.00,0.8743241789791216,-0.700042654,2.7223790073846628,-134.64,57.43,83.12,93682,31936,0,244.95553821627811,2076,0,0,0,0
1670699063009.00,1.0437397699689874,-0.159921248,2.773240866037267,-121.81,12.21,129.71,93682,31936,0,244.95553821627811,2077,0,0,0,0
1670699063019.00,1.5731443771370972,0.95020212,0.8440975627937577,-2.54,-33.84,183.73,90503,31936,0,236.6233936400888,2078,0,0,0,0
1670699063025.00,1.7025398753381755,1.0103296242950808,0.084946886,72.68,-99.43,177.93,90503,31936,0,236.6233936400888,2079,0,0,0,0
1670699063035.00,0.7219275901986772,0.8804632121199449,-0.384213844,40,-197.79,117.13,88728,31936,0,231.9711266936477,2080,0,0,0,0
1670699063041.00,-0.388691653,0.6606044821439037,-1.013387412,-36.68,-271.64,75.99,88728,31936,0,231.9711266936477,2081,0,0,0,0
1670699063051.00,-0.999317281,0.6007546963640161,-1.632576431,-62.36,-205.83,58.33,88093,31936,0,230.30679457478007,2082,0,0,0,0
1670699063057.00,-1.139948652,0.44091483394171516,-1.37178313,-62.13,-48.13,40.86,88093,31936,0,230.30679457478007,2083,0,0,0,0
1670699063067.00,-1.360584802,0.001085652,-1.011009221,-101.14,129.34,23.5,88868,31936,0,232.33806605843745,2084,0,0,1,0
1670699063073.00,-1.181224326,-0.008732234,-0.830255899,-132.11,186.48,13.06,88868,31936,0,232.33806605843745,2085,0,0,1,0
1670699063083.00,-0.16186535,0.3814617236283199,0.5404760353178454,-206.65,256.98,-20.38,90721,31936,0,237.1947706509756,2086,0,0,1,1
1670699063089.00,0.23749434562536326,0.4916680111928994,0.761185972,-201.22,236.32,-18.34,90721,31936,0,237.1947706509756,2087,0,0,1,1
1670699063099.00,0.8568571158253688,0.40188700093967034,0.9318732252064373,-164.75,199.63,-13.61,92372,31936,0,241.5220341600315,2088,0,0,1,1
1670699063105.00,1.1462252095680503,0.19211890843158386,1.222536841860346,-178.16,176.03,-7.51,92372,31936,0,241.5220341600315,2088,0,0,1,1
1670699063115.00,1.075600587134212,0.032363811,1.2631754845423833,-231.65,124.24,24.67,90831,31936,0,237.48308015188184,2090,0,0,1,1
1670699063121.00,0.8849848164757881,-0.387378291,0.8037873753461742,-268.18,90.06,50.87,90831,31936,0,237.48308015188184,2090,0,0,1,1
1670699063131.00,0.7243790624903244,-0.73710737,0.5343703085956172,-286.48,95.14,55.9,91164,31936,0,238.3558716409888,2092,0,0,1,1
1670699063137.00,0.5737841351550822,-0.496823265,0.524921735,-286.72,104.47,54.78,91164,31936,0,238.3558716409888,2092,0,0,1,1
1670699063147.00,-0.116799433,0.633474365,-0.134561134,-271.21,54.56,66.59,95173,31936,0,248.86344245128865,2093,0,0,1,1
1670699063153.00,-0.167371275,1.1737859290713075,-0.374081218,-266.12,33.63,63.63,95173,31936,0,248.86344245128865,2094,0,0,0,1
1670699063163.00,-0.057931063,2.2841116347681223,-0.93364142,-279.95,63.94,9.87,101114,31936,0,264.4347764956866,2095,0,0,0,1
1670699063169.00,-0.178478435,2.9244511616570867,-1.243244464,-237.48,120.62,-41.11,101114,31936,0,264.4347764956866,2096,0,0,0,0
1670699063179.00,0.12098701140456077,3.014803347908162,-1.362892735,-100.42,35.83,-51.54,109227,31936,0,285.6989126852507,2097,0,0,0,0
1670699063185.00,0.000465705,2.055165984843577,-0.88258817,71.05,-86.76,-36.13,109227,31936,0,285.6989126852507,2098,0,0,0,0
1670699063195.00,-0.16004192,-0.004464141,-0.392332259,192.52,-109.19,-55.64,119160,31936,0,311.7332606170812,2099,0,0,0,0
1670699063201.00,-0.270535416,-1.044090898,-0.832126132,236.53,-75.43,-67.62,119160,31936,0,311.7332606170812,2100,0,0,0,0
1670699063211.00,0.4989857004179946,-1.893718283,-1.531970617,191.31,43.18,-62.37,121809,31936,0,318.6762775979952,2101,0,0,0,0
1670699063217.00,1.0685218939899719,-1.693349955,-1.671866162,167.14,29.69,-72.92,121809,31936,0,318.6762775979952,2102,0,0,0,0
1670699063227.00,1.9380734296552784,-1.142988989,-2.26181267,155.12,-74.98,-93.38,119728,31936,0,313.22198603994235,2103,1,0,0,0
1670699063233.00,1.977640127027199,-0.232637872,-2.19180934,133.13,-209.58,-99.71,119728,31936,0,313.22198603994235,2104,1,0,0,0
1670699063243.00,1.1572211704643964,0.15770131579999694,-1.421854572,132.91,-286.31,-96.47,114773,31936,0,300.2349535218491,2105,1,0,0,0
1670699063249.00,-0.053184886,-0.101973327,-1.261945999,166.59,-286.72,-77.51,114773,31936,0,300.2349535218491,2106,1,0,0,0
1670699063259.00,-0.803579881,-0.741663646,-2.012080588,164.14,-286.25,-62.96,111178,31936,0,290.8124748331417,2107,1,0,0,0
1670699063265.00,-1.113965703,-1.151371379,-2.032254672,152.72,-263.06,-64.92,111178,31936,0,290.8124748331417,2108,1,0,0,0
1670699063275.00,-1.594343992,-0.661098013,-1.342463883,124.52,-54.23,-62.99,108783,31936,0,284.5351906997748,2109,1,0,0,0
1670699063281.00,-1.184715953,-0.790844704,-1.162703155,153.06,-7.02,-47.35,108783,31936,0,284.5351906997748,2110,1,1,0,0
1670699063291.00,-0.325082292,-1.040612269,-0.102966849,217.57,33.46,-26.32,105034,31936,0,274.7090787097987,2111,1,1,0,0
1670699063297.00,-0.02544332,-0.890401185,1.2967510116571186,223.5,-23.23,-13.73,105034,31936,0,274.7090787097987,2111,1,1,0,0
1670699063307.00,0.384200852,-0.940211567,2.386456377128955,243.26,0.76,12.08,104473,31936,0,273.23870025517704,2113,0,1,0,0
1670699063313.00,1.563850101400477,-0.630043163,2.8061547364286548,197.22,-90.68,3.31,104473,31936,0,273.23870025517704,2113,0,1,0,0
1670699063323.00,2.6735040372256305,-0.479895392,0.8258507936524258,147.08,-137.1,-39.49,102402,31936,0,267.8106187,2115,0,1,0,0
1670699063329.00,1.593161689,0.22023258270842272,0.885548458,116.1,-133.68,-52.06,102402,31936,0,267.8106187,2115,0,1,0,0
1670699063339.00,-0.497178626,0.8203417100356679,1.355251053578349,51.9,-193.87,-100.57,96591,31936,0,252.58001401751596,2117,0,1,0,0
1670699063345.00,-1.517519046,0.8004328696875913,0.904961462,91,-210.99,-97.19,96591,31936,0,252.58001401751596,2117,0,1,0,0
1670699063355.00,-2.527861648,-1.059493245,-0.855317817,177.93,-97.65,-103.14,93096,31936,0,243.4196348750869,2118,0,1,0,0
1670699063361.00,-4.458207906,-1.809435998,0.5544154962396565,18.45,-42.22,-134.83,93096,31936,0,243.4196348750869,2119,0,1,0,0
1670699063371.00,-3.17855823,-2.479394451,1.9341635819671281,-60.75,156.38,-99.3,91583,31936,0,239.4540687398952,2120,0,1,0,0
1670699063377.00,-0.238911749,-3.269366982,2.513928343731546,-22.28,123.05,49.6,91583,31936,0,239.4540687398952,2121,0,0,0,0
1670699063387.00,-0.19926658,-1.569351024,1.5837110716466203,-17.14,109.86,134.61,88358,31936,0,231.0013583724177,2122,0,0,0,0
1670699063393.00,0.37037963505238514,0.45065691506177086,1.923512266836545,-40.28,124.85,198.22,88358,31936,0,231.0013583724177,2123,0,0,0,0
1670699063403.00,1.060029324435238,1.9606608584769898,2.9633316285527758,-121.63,88.51,201.81,86641,31936,0,226.50110916281807,2124,0,0,0,0
1670699063409.00,1.0596847536111371,2.070664751526361,2.633167986161825,-62.82,43.85,205.05,86641,31936,0,226.50110916281807,2125,0,0,0,0
1670699063419.00,0.7993478721215515,0.6806720170655903,-0.006980768,76.13,-55.19,206.47,86030,31936,0,224.8996809350573,2126,0,0,0,1
1670699063425.00,0.5490202624863061,0.38068548381593215,-0.737117462,114.07,-99.17,159.46,86030,31936,0,224.8996809350573,2127,0,0,0,1
1670699063435.00,0.018703200198454867,0.19070758040931562,-2.067245131,8.72,-125.17,100.64,85813,31936,0,224.33092491963325,2128,0,0,0,1
1670699063441.00,-0.451602218,0.6707405231955785,-2.587366497,-65.1,-89.45,67.77,85813,31936,0,224.33092491963325,2129,0,0,0,1
1670699063451.00,-0.681894912,0.7007863606299273,-1.347483606,-139.44,-21.35,56.28,86152,31936,0,225.2194423815169,2130,0,0,0,1
1670699063457.00,-1.042173653,1.0108469171399324,0.18240223715748244,-247.93,114.83,4.46,86152,31936,0,225.2194423815169,2131,0,0,1,1
1670699063467.00,-0.56243695,1.0109237145396404,1.1822901921869944,-280.58,189.34,-31.01,86717,31936,0,226.7003048179897,2132,0,0,1,1
1670699063473.00,0.017316979,0.6610179193775318,1.5221794338841972,-266.89,199.88,-37,86717,31936,0,226.7003048179897,2133,0,0,1,1
1670699063483.00,0.7370901030148579,-0.658869621,1.192068794096425,-205.76,147.38,-99.68,87780,31936,0,229.4864229949288,2134,0,0,1,1
1670699063489.00,0.5368843816037903,-1.168738189,0.971956611,-179.08,143.86,-110.66,87780,31936,0,229.4864229949288,2134,0,0,1,1
1670699063499.00,0.5967016088896648,-1.618586903,0.5518407530772111,-225.85,167.64,-96.45,87393,31936,0,228.47209775083147,2136,0,0,1,1
1670699063505.00,0.9765433405718515,-0.798414476,0.031718729,-285.02,189.34,-77.09,87393,31936,0,228.47209775083147,2136,0,0,1,1
1670699063515.00,0.9364108503202553,0.27178082704870665,-0.128412159,-286.72,208.35,-71.31,88180,31936,0,230.53482118004223,2138,0,0,1,0
1670699063521.00,0.33630509092873784,1.212000995259842,-0.328554676,-286.72,221,-39.42,88180,31936,0,230.53482118004223,2138,0,0,1,0
1670699063531.00,-0.393773261,2.332247916660245,0.5112884399087589,-285.86,219.24,12.99,87807,31936,0,229.55718987242392,2140,0,0,1,0
1670699063537.00,-0.863823636,2.8625229870353923,0.39111444771930515,-257.04,221.52,41.06,87807,31936,0,229.55718987242392,2140,0,0,1,0
1670699063547.00,-0.043845376,3.312826757231536,-0.729079454,-84.32,138.27,89.49,87704,31936,0,229.2872273397572,2141,0,0,1,0
1670699063553.00,0.6761623263808213,3.2531586751457624,-0.499296081,-35.19,56.5,66.75,87704,31936,0,229.2872273397572,2142,0,0,1,0
1670699063563.00,1.9162002638879532,2.403516964636287,-0.63953813,84.46,-52.53,-13.07,88459,31936,0,231.2660789141589,2143,0,0,0,0
1670699063569.00,2.2562689076930087,1.3638986869970366,-0.959808067,197.55,-41.28,-89.05,88459,31936,0,231.2660789141589,2144,1,0,0,0
1670699063579.00,2.006368100427673,0.374299991,-1.36010807,236.57,-91.05,-91.25,87656,31936,0,229.1614195575436,2145,1,0,0,0
1670699063585.00,1.3764969045249176,0.064716462,-1.800439913,252.77,-132.06,-82.78,87656,31936,0,229.1614195575436,2146,1,0,0,0
1670699063595.00,0.6566536555554421,0.45514341549684056,-2.500804813,285.21,-172.73,-78.64,88063,31936,0,230.22816471089652,2147,1,0,0,0
1670699063601.00,0.5568361472460766,0.5155760265267867,-2.681203244,282.51,-231.52,-62.55,88063,31936,0,230.22816471089652,2148,1,0,0,0
1670699063611.00,2.227041776579979,-0.333990656,-2.42163476,221.59,-286.72,15.84,89550,31936,0,234.12558496405592,2149,1,0,0,0
1670699063617.00,2.3372674768798243,-1.153561645,-3.71209789,217.38,-286.72,25.17,89550,31936,0,234.12558496405592,2150,1,0,0,0
1670699063627.00,0.9475095194376362,-2.403141791,-4.162589993,181.02,-286.72,5.33,94275,31936,0,246.50978852570887,2151,1,0,0,0
1670699063633.00,-1.432236469,-1.762735469,1.2068928193593396,49.38,-286.72,40.82,94275,31936,0,246.50978852570887,2152,1,1,0,0
1670699063643.00,-3.58197506,-1.862346348,3.7263552766935164,63.21,-286.72,123.72,98412,31936,0,257.3528468,2153,1,1,0,0
1670699063649.00,-3.601710317,-2.871977307,1.6258020230897696,239.28,-233.71,113.29,98412,31936,0,257.3528468,2154,0,1,0,0
1670699063659.00,-2.75144522,-2.54163036,1.0052369412450055,280.49,75.26,0.73,103787,31936,0,271.4406973677074,2155,0,1,0,0
1670699063665.00,-1.391181506,-1.421306573,0.6946631510621593,279.42,199.03,-44.26,103787,31936,0,271.4406973677074,2156,0,1,0,0
1670699063675.00,0.7090800668583953,-0.081006156,0.7840832780013469,144.67,227.43,-38.98,102654,31936,0,268.4711095083735,2157,0,1,0,0
1670699063681.00,1.259339212840556,0.7392712106874515,1.3734995902397806,55.9,206.72,-30.42,102654,31936,0,268.4711095083735,2158,0,1,0,0
1670699063691.00,0.9295955977302119,1.519525951,1.5229139692217757,-8.76,140.8,-43.3,99861,31936,0,261.1506691808186,2159,0,1,0,0
1670699063697.00,-0.600151415,1.0497582437330897,-0.407672146,112.96,52.33,-44.7,99861,31936,0,261.1506691808186,2159,0,1,0,0
1670699063707.00,-1.74990264,0.2599678588165002,-2.918257589,202.1,23.48,-12.63,100024,31936,0,261.57789144125235,2161,0,1,0,0
1670699063713.00,-4.299658645,-0.479845776,1.771158930025652,137.04,100.07,3.06,100024,31936,0,261.57789144125235,2161,0,1,0,0
1670699063723.00,-0.809419251,-2.26968331,1.1805789341392945,127.47,245.04,112.9,97147,31936,0,254.0372874948237,2163,0,0,0,0
1670699063729.00,1.8608165911100167,-3.339545063,1.6400038231788978,104.82,129.7,142.83,97147,31936,0,254.0372874948237,2163,0,0,0,0
1670699063739.00,1.3510503016456805,-2.219430584,2.299434495734783,-119.05,9.21,91.32,94530,31936,0,247.17814236871877,2164,0,0,0,0
1670699063745.00,1.1212830496078703,-1.509338427,2.2388711577558635,-104.89,-24.2,114.2,94530,31936,0,247.17814236871877,2165,0,0,0,0
1670699063755.00,1.2715154922928147,0.3307337194529719,0.6483132384729253,-23.65,-71.92,148.29,91727,31936,0,239.83149208653603,2166,0,0,0,0
1670699063761.00,1.0617477846521783,0.7407886465709715,0.237759491,-21.64,-132.63,129.83,91727,31936,0,239.83149208653603,2167,0,0,0,0
1670699063771.00,0.8019796198556951,1.040829201228454,-0.342791724,-34.63,-217.25,127.54,90364,31936,0,236.25907527076183,2168,0,0,0,0
