epoch,ax,ay,az,gx,gy,gz,load,offset,error,force,frame,LF,RF,LH,RH,
1670359915975.00,0.8282968897643542,-0.543300458,-1.344805961,203.01,78.72,-13.14,8239,14228,0,21.545677340994764,2278,0,0,0,1,
1670359915985.00,0.8867860031863488,0.036022787,-0.63410989,184.02,51.35,-70.35,14174,14228,0,37.23658464263104,2280,0,0,0,0,
1670359915992.00,-0.784715822,0.21534517267443223,-0.303414378,162.12,-7.06,-57.22,14174,14228,0,37.23658464263104,2282,0,0,0,0,
1670359916002.00,-3.006207325,-0.605335755,-1.872719038,178.11,128.76,14.02,19763,14228,0,52.012739808401065,2284,0,0,0,0,
1670359916009.00,-2.707686868,-0.606022397,-1.782023109,153.9,166.46,25.71,19763,14228,0,52.012739808401065,2286,1,0,0,0,
1670359916019.00,0.3708479520775714,-0.246717022,-1.161325297,148.64,188.23,52.58,22042,14228,0,58.03794246053739,2288,1,0,0,0,
1670359916026.00,1.0394002016843322,-0.327421718,-0.140623729,146.34,140.43,66.77,22042,14228,0,58.03794246053739,2290,1,0,0,0,
1670359916036.00,1.0179731069064955,-1.228138396,1.570083842565307,154.78,78.63,43.79,24279,14228,0,63.95210583606567,2292,1,0,0,0,
1670359916043.00,-0.033430332,-1.508868722,1.8007996453958452,245.27,188.98,-69.82,24279,14228,0,63.95210583606567,2294,1,0,0,0,
1670359916052.00,0.5551926106449326,-1.199613955,0.2615255281545454,284.38,229.9,-57.48,18920,14228,0,49.78402289933968,2296,1,0,0,0,
1670359916059.00,1.213844450532659,-0.280374874,0.4222628805353276,214.03,170.26,-12.15,18920,14228,0,49.78402289933968,2298,1,0,0,0,
1670359916069.00,0.6225274628106751,0.038848133,1.1430127636340184,153.26,23.5,17.49,12419,14228,0,32.59672915579504,2300,1,1,0,0,
1670359916076.00,-0.158756372,0.17805486653017927,0.8837759682675325,162.45,-85.82,46.16,12419,14228,0,32.59672915579504,2302,1,1,0,0,
1670359916086.00,-0.570005272,-0.112754836,0.044552976,219.88,-147.97,35.59,5456,14228,0,14.188003369561953,2304,1,1,0,0,
1670359916093.00,0.088782533,-0.153581143,0.17534400380560491,196.32,-84.8,8.94,5456,14228,0,14.188003369561953,2306,0,1,0,0,
1670359916102.00,2.357608826954347,-1.474424177,1.186149096648147,112.86,64.84,-11.11,1987,14228,0,5.016687880197804,2308,0,1,0,0,
1670359916109.00,2.6664751436871805,-1.665283837,0.6069681143394172,98.57,36.03,-39.17,1987,14228,0,5.016687880197804,2310,0,1,0,0,
1670359916119.00,2.385382342042036,-2.216159565,0.36780065058340256,71.04,12.13,-87.32,-1874,14228,0,-5.190994191,2312,0,1,0,0,
1670359916126.00,1.8543303605529067,-2.317050124,1.098646021440019,3.67,-18.73,-115.72,-1874,14228,0,-5.190994191,2314,0,1,0,0,
1670359916136.00,0.8833182489103871,-2.137953456,1.6095032480324631,-30.22,-37.01,-148.27,-4087,14228,0,-11.04170655,2316,0,1,0,0,
1670359916143.00,0.372344377,-1.33886665,1.1703709454676574,-22.49,-58.96,-187.23,-4087,14228,0,-11.04170655,2318,0,1,0,0,
1670359916152.00,-0.158593294,-0.43978604,0.5212472394376528,-36.51,-90.76,-213.86,-5340,14228,0,-14.3543783,2320,0,1,0,0,
1670359916159.00,-0.449496967,0.08929255,-0.057870158,-70.25,-105.2,-192.45,-5340,14228,0,-14.3543783,2322,0,0,0,0,
1670359916169.00,-0.680368818,0.5783735265621806,-0.56698375,-88.77,-70.98,-172.56,-6293,14228,0,-16.87391237,2324,0,0,0,0,
1670359916176.00,-0.211210878,0.917461279,-0.556096041,-99.93,-40.85,-152.99,-6293,14228,0,-16.87391237,2326,0,0,0,0,
1670359916186.00,0.007974997,0.9765599964319449,-0.375209395,-168.45,13.5,-109.96,-5738,14228,0,-15.40660764,2328,0,0,0,0,
1670359916193.00,-0.082812939,1.095673546525649,-0.334325987,-169.39,-12.02,-103.5,-5738,14228,0,-15.40660764,2330,0,0,0,0,
1670359916202.00,-0.183576383,1.5248053969712747,-0.283447825,-141.2,-90.1,-92.68,-6331,14228,0,-16.97437647,2332,0,0,0,0,
1670359916209.00,0.075683002,1.4139585439155915,-0.142576788,-116.41,-136.05,-80.06,-6331,14228,0,-16.97437647,2334,0,0,0,0,
1670359916219.00,0.26496357483624755,0.7131354627902804,-0.041714649,-114.03,-153.17,-69.47,-5648,14228,0,-15.16866633,2336,0,0,0,0,
1670359916226.00,0.094263674,-0.267661827,-0.110863121,-152.43,-177.18,-26.2,-5648,14228,0,-15.16866633,2338,0,0,0,1,
1670359916236.00,0.193581583,-1.148431535,0.1799761197159726,-209.9,-181.79,50.04,-4759,14228,0,-12.81833498,2340,0,0,0,1,
1670359916243.00,0.26291551265886104,-0.499171811,0.8108013826212276,-249.45,-113.29,54.71,-4759,14228,0,-12.81833498,2342,0,0,0,1,
1670359916252.00,0.052263606,-0.509880563,0.7216108631084366,-227.52,-101.91,64.66,-5772,14228,0,-15.49649658,2344,0,0,0,1,
1670359916259.00,-0.09837606,-0.730555432,0.23240254239419394,-216.92,-133.65,78.77,-5772,14228,0,-15.49649658,2346,0,0,0,1,
1670359916269.00,-0.399005428,-0.341193823,-0.356825806,-235.06,-162.9,67.54,-4757,14228,0,-12.81304739,2348,0,0,0,1,
1670359916276.00,-0.559626382,0.138207062,-0.576076485,-247.14,-164.49,57.36,-4757,14228,0,-12.81304739,2350,0,0,1,1,
1670359916286.00,-0.820240664,1.4076501079667953,-0.825351709,-286.48,-132.96,41.08,-4076,14228,0,-11.01262484,2352,0,0,1,1,
1670359916293.00,-0.740849786,1.6271380512996831,-0.974653468,-286.72,-130.67,48.16,-4076,14228,0,-11.01262484,2354,0,0,1,1,
1670359916302.00,-0.091455,2.1266731968535697,-0.98398344,-285.19,-115.61,68.97,-4259,14228,0,-11.49643883,2356,0,0,1,1,
1670359916309.00,0.15794265827381881,2.256257193628555,-0.693342947,-257.54,-87.39,81.58,-4259,14228,0,-11.49643883,2358,0,0,1,0,
1670359916319.00,0.567342228,2.5758908855684806,0.14726702153578902,-178.26,-86.85,87.52,-3868,14228,0,-10.46271604,2360,0,0,1,0,
1670359916326.00,0.006742697,2.345574210711762,-0.082154311,-34.65,-71.77,69.97,-3868,14228,0,-10.46271604,2362,0,0,1,0,
1670359916336.00,-0.393857035,1.6053061694118556,-0.561607629,75.27,-2.07,90.49,-5193,14228,0,-13.96574084,2364,0,0,1,0,
1670359916343.00,-0.56445808,0.7550849187445106,-0.971093517,126.42,25.46,108.35,-5193,14228,0,-13.96574084,2366,0,0,1,0,
1670359916352.00,-0.715061427,0.30490799434928556,-1.000612355,162.66,-9.9,93.38,-6480,14228,0,-17.36830153,2368,0,0,1,0,
1670359916359.00,-1.215667844,0.23477256392883247,-0.6301642,173.07,-11.02,68.91,-6480,14228,0,-17.36830153,2370,0,0,1,0,
1670359916369.00,-1.926277755,0.23467560490694878,-0.869748766,179.87,32.1,72.14,-6019,14228,0,-16.14951328,2372,0,0,0,0,
1670359916376.00,-1.996891073,0.22461398130451948,-1.089365432,177.98,48.76,84,-6019,14228,0,-16.14951328,2374,0,0,0,0,
1670359916386.00,-1.557507047,0.034584467723135115,-1.829013208,168.84,161.52,79.56,-5598,14228,0,-15.03647672,2376,1,0,0,0,
1670359916393.00,-1.448124215,-0.015416227,-2.1786906,155.79,229.57,66.11,-5598,14228,0,-15.03647672,2378,1,0,0,0,
1670359916402.00,-0.978740461,-0.015391426,-1.908395444,124.33,286.68,48.57,-4515,14228,0,-12.17324966,2380,1,0,0,0,
1670359916409.00,-0.099353152,-0.175344453,-0.718124834,127.35,286.68,21.59,-4515,14228,0,-12.17324966,2382,1,0,0,0,
1670359916419.00,1.5900406473000273,-0.825278591,2.0521247056003635,161.24,278.7,-14.55,-3254,14228,0,-8.839427565,2384,1,0,0,0,
1670359916426.00,1.3794438287206965,-1.425196975,3.4823567123099535,214.85,125.75,-91.46,-3254,14228,0,-8.839427565,2386,1,0,0,0,
1670359916436.00,-0.041141058,-1.505102423,2.562574123118681,276.71,25.94,-41.55,-4383,14228,0,-11.82426907,2388,1,0,0,0,
1670359916443.00,-0.39171181,-1.754997254,0.9727788875071735,286.44,27.23,16.59,-4383,14228,0,-11.82426907,2390,1,0,0,0,
1670359916452.00,-0.582266343,-1.424883193,0.732972058,250.72,38.26,56.83,-4066,14228,0,-10.98618691,2392,1,0,0,0,
1670359916459.00,-1.202802458,-0.83476135,0.21315411864696368,224.9,45.45,69.91,-4066,14228,0,-10.98618691,2394,1,0,0,0,
1670359916469.00,-1.173317676,-0.294632321,0.243325258,101.53,187.35,76.75,-3877,14228,0,-10.48651017,2396,0,1,0,0,
1670359916476.00,-0.333809146,-0.124496357,-0.026514489,64.86,221.79,75.12,-3877,14228,0,-10.48651017,2398,0,1,0,0,
1670359916486.00,0.7957263040954212,0.11564646128162817,-1.166365132,63.83,286.68,63.67,-4846,14228,0,-13.04834491,2400,0,1,0,0,
1670359916493.00,1.3352919340476712,0.1857961085837452,-0.886226569,70.25,286.68,70.86,-4846,14228,0,-13.04834491,2402,0,1,0,0,
1670359916502.00,4.204890707362769,-0.604047443,0.6839015473800439,119.67,258.78,72.71,-5459,14228,0,-14.66898959,2404,0,1,0,0,
1670359916509.00,4.484524785584085,-0.533884184,-0.105980254,224.72,-10.79,-3.92,-5459,14228,0,-14.66898959,2406,0,1,0,0,
1670359916519.00,2.124195047525636,-1.913713935,1.4941285444805923,47.54,-24.97,-143.63,-5574,14228,0,-14.9730257,2408,0,1,0,0,
1670359916526.00,0.7739010168367891,-2.093536137,2.144228229281698,-94.67,-23.51,-196.96,-5574,14228,0,-14.9730257,2410,0,1,0,0,
1670359916536.00,0.22364126419862138,-1.52334963,1.484318604453565,-54.3,-78.57,-254.21,-6345,14228,0,-17.01138956,2412,0,1,0,0,
1670359916543.00,-0.036586101,-0.713152567,0.4843988469114697,-19.71,-91.48,-279.59,-6345,14228,0,-17.01138956,2414,0,1,0,0,
1670359916552.00,-0.496783116,-0.152942541,-0.70553237,-40.28,-76.74,-268.48,-5864,14228,0,-15.73972547,2416,0,0,0,0,
1670359916559.00,-0.60695179,0.047283179,-1.185476549,-63.94,-60.44,-249.2,-5864,14228,0,-15.73972547,2418,0,0,0,0,
1670359916569.00,-0.237093995,0.7975274333788045,-1.045435025,-168.41,67.1,-146.96,-6269,14228,0,-16.81046135,2420,0,0,0,0,
1670359916576.00,-0.027211435,0.8377929861000306,-0.715408778,-216.66,104.98,-126.81,-6269,14228,0,-16.81046135,2422,0,0,0,0,
1670359916586.00,0.2526942906595972,1.7880823536959374,-0.205398417,-262.43,71.74,-115.47,-6024,14228,0,-16.16273224,2424,0,0,0,0,
1670359916593.00,0.30262159131633937,2.0383976171068263,0.044595707,-240.63,-76.26,-105.21,-6024,14228,0,-16.16273224,2426,0,0,0,0,
1670359916602.00,0.35256880908659244,2.3787402235091926,0.054573368,-166.31,-212.51,-61.77,-5681,14228,0,-15.25591148,2428,0,0,0,0,
1670359916609.00,0.5425341673683726,1.9191108305516802,0.004534365,-103.88,-250.33,-4.33,-5681,14228,0,-15.25591148,2430,0,0,0,0,
1670359916619.00,-0.027484253,0.47950928850942454,0.11447848438344377,-61.92,-225.19,-13.36,-5902,14228,0,-15.84018958,2432,0,0,0,0,
1670359916626.00,-0.547488479,-0.950065152,0.38440548724431656,-77,-178.54,21.39,-5902,14228,0,-15.84018958,2434,0,0,0,1,
1670359916636.00,-0.197480537,-1.069613441,0.5243150626285367,-151.94,-101.59,57.72,-5203,14228,0,-13.99217876,2436,0,0,0,1,
1670359916643.00,-0.187462357,-0.669136359,0.774206759,-197.1,-59.23,74.98,-5203,14228,0,-13.99217876,2438,0,0,0,1,
1670359916652.00,-0.127435763,-0.838634356,0.3640799198339046,-185.89,-88.52,95.05,-5230,14228,0,-14.06356115,2440,0,0,0,1,
1670359916659.00,-0.107402502,-0.928107544,0.19393366817889357,-191.9,-117.9,100,-5230,14228,0,-14.06356115,2442,0,0,0,1,
1670359916669.00,-0.287364261,-0.117555722,-0.346233027,-252.32,-177.73,79.57,-4107,14228,0,-11.0945824,2444,0,0,1,1,
1670359916676.00,-0.587322649,0.28302155590415423,-0.636421233,-276.34,-187.63,70.38,-4107,14228,0,-11.0945824,2446,0,0,1,1,
1670359916686.00,-0.937279137,1.1136248116045007,-1.166631898,-286.72,-185.2,82.07,-4618,14228,0,-12.44556026,2448,0,0,1,1,
1670359916693.00,-0.707234965,1.3442544135049501,-1.196865702,-286.72,-127.79,137.19,-4618,14228,0,-12.44556026,2450,0,0,1,0,
1670359916702.00,-0.077191095,1.994910354635186,-0.957122934,-279.61,-13.46,148.69,-3241,14228,0,-8.805058265,2452,0,0,1,0,
1670359916709.00,0.08285173,2.5355920464208346,-0.18740347,-177.62,99.44,124.64,-3241,14228,0,-8.805058265,2454,0,0,1,0,
1670359916719.00,-0.237107128,2.6862981198836686,0.12229311914090149,-43.22,124.33,128.41,-4160,14228,0,-11.23470339,2456,0,0,1,0,
1670359916726.00,-0.107068269,2.067026274470874,-0.338032586,54.48,43.01,158.12,-4160,14228,0,-11.23470339,2458,0,0,1,0,
1670359916736.00,-0.247032248,1.117773270789979,-0.818379929,136.39,-9.54,111.03,-3989,14228,0,-10.78261491,2460,0,0,1,0,
1670359916743.00,-0.656999539,0.6585351009220453,-1.148748096,173.03,-9.69,40.87,-3989,14228,0,-10.78261491,2462,0,0,1,0,
1670359916752.00,-0.866970477,0.19930724577499112,-1.16913598,219.15,0.81,4,-1074,14228,0,-3.075960351,2464,0,0,1,0,
1670359916759.00,-1.016945159,8.490474550743032e-05,-1.069542066,205.48,0.09,-5.14,-1074,14228,0,-3.075960351,2466,1,0,0,0,
1670359916769.00,-1.456923342,-0.899136824,-2.009964375,204.88,115.15,4.08,333,14228,0,0.6438554156811409,2468,1,0,0,0,
1670359916776.00,-1.606904344,-1.018362763,-2.590400355,201.4,155.52,15.62,333,14228,0,0.6438554156811409,2470,1,0,0,0,
1670359916786.00,-1.666886939,-0.607597488,-1.940846712,156.35,273.27,55.64,806,14228,0,1.894369173671698,2472,1,0,0,0,
1670359916793.00,-0.236869318,-0.446845263,0.46870064565927505,139.32,281.53,83.19,806,14228,0,1.894369173671698,2474,1,0,0,0,
1670359916802.00,1.1831507685683522,-0.966110066,2.8482462909399637,211.81,187.57,-5.97,7411,14228,0,19.356617316436243,2476,1,0,0,0,
1670359916809.00,0.823175674,-1.285395596,3.077794623367785,278.87,43.16,-81.93,7411,14228,0,19.356617316436243,2478,1,0,0,0,
1670359916819.00,0.9032075335199571,-1.794705171,2.037349260246493,286.68,-22.71,-60.03,17674,14228,0,46.489857693301126,2480,1,0,0,0,
1670359916826.00,0.43324814773806586,-1.754041591,1.046912833054041,271.12,75.43,-57.14,17674,14228,0,46.489857693301126,2482,1,0,0,0,
1670359916836.00,-0.636700958,-0.733407038,0.5664871716915851,170.3,63.33,4.54,7487,14228,0,19.557545531250792,2484,1,1,0,0,
1670359916843.00,-0.35663836,-0.132803145,0.946073589,120.4,-1.64,45.63,7487,14228,0,19.557545531250792,2486,1,1,0,0,
1670359916852.00,-0.09656257,-0.132231201,-0.314326928,103.67,86.62,11.1,6444,14228,0,16.80007016215111,2488,0,1,0,0,
1670359916859.00,0.34352801183311704,-0.581692327,0.17528640987202773,85.92,180.37,39.11,6444,14228,0,16.80007016215111,2490,0,1,0,0,
1670359916869.00,3.773634918802923,-1.631187496,0.45491430118387816,86.35,90.38,3.01,7571,14228,0,19.779624084466874,2492,0,1,0,0,
1670359916876.00,3.3937591922594366,-1.480717379,-0.885442597,257.13,-118.66,-45.58,7571,14228,0,19.779624084466874,2494,0,1,0,0,
1670359916886.00,1.6339008971732003,-1.500282153,1.3042163516226004,137.45,-128.81,-136.15,3814,14228,0,9.846896412647588,2496,0,1,0,0,
1670359916893.00,-0.135940954,-1.289881417,1.6838916919319122,-49.41,-82.04,-141.91,3814,14228,0,9.846896412647588,2498,0,1,0,0,
1670359916902.00,-0.665767996,-0.699514211,1.3435836504812133,-52.63,-18.65,-157.49,1013,14228,0,2.441634179811329,2500,0,1,0,0,
1670359916909.00,-0.815582004,-0.089179121,0.5132919466006389,-42.32,45.31,-160.11,1013,14228,0,2.441634179811329,2502,0,1,0,0,
1670359916919.00,-0.295384592,0.2811255377857485,-0.186984149,-64.63,101.51,-132.47,-1636,14228,0,-4.561771623,2504,0,0,0,0,
1670359916926.00,0.29482284005523496,0.6514015211998228,-0.697245581,-115.21,132.74,-98.9,-1636,14228,0,-4.561771623,2506,0,0,0,0,
1670359916936.00,0.865038983,0.8616504834428247,-0.417493272,-160.26,149.27,-50.25,-2735,14228,0,-7.467299361,2508,0,0,0,0,
1670359916943.00,1.1452624194691057,0.8318738485043313,-0.237727987,-167.13,105.81,-34.27,-2735,14228,0,-7.467299361,2510,0,0,0,0,
1670359916952.00,0.17549146068368035,0.6520727401672104,-0.41795032,-91.13,-138.63,-78.64,-2038,14228,0,-5.624576128,2512,0,0,0,0,
1670359916959.00,-0.344275855,0.6122479751839258,-0.348160719,-78.36,-208.23,-87.04,-2038,14228,0,-5.624576128,2514,0,0,0,0,
1670359916969.00,-1.264041587,0.3324000988640291,0.061640496554168825,-77.04,-285.36,-56.85,-215,14228,0,-0.804942765,2516,0,0,1,0,
1670359916976.00,-1.293807628,-0.057470553,0.2014530964036809,-106.72,-267.31,-19.75,-215,14228,0,-0.804942765,2518,0,0,1,0,
1670359916986.00,-1.0635755,-0.497363752,0.5512768523671685,-138.42,-181.6,13.94,5650,14228,0,14.700899075799096,2520,0,0,1,0,
1670359916993.00,-0.923346263,-0.48727925,0.7211114355976163,-175.1,-110.07,36.69,5650,14228,0,14.700899075799096,2522,0,0,1,0,
1670359917002.00,-0.843120548,-0.547216664,0.38095633166681564,-220.68,-29.41,49.18,10311,14228,0,27.023614986991458,2524,0,0,1,0,
1670359917009.00,-0.742898605,-0.157175428,0.6408108042161951,-232.29,-5.85,52.46,10311,14228,0,27.023614986991458,2526,0,0,1,0,
1670359917019.00,-0.482680353,0.2028451777541499,-0.419326079,-237.97,56.31,66.08,15332,14228,0,40.29809612625274,2528,0,0,1,1,
1670359917026.00,0.11753455288715614,0.28284593536151487,-0.769455342,-261.53,105.41,74.36,15332,14228,0,40.29809612625274,2530,0,0,1,1,
1670359917035.00,1.2077465818220725,0.962827574,-1.219577912,-284.2,109.73,60.96,25221,14228,0,66.44255818284601,2532,0,0,1,1,
1670359917042.00,1.3179560996226858,1.1527906385830202,-0.749694433,-286.7,82.15,69.64,25221,14228,0,66.44255818284601,2534,0,0,1,1,
1670359917052.00,0.7981631400610498,1.5827353434703608,0.080194791,-237.15,11.51,93.79,40046,14228,0,105.6367790331843,2536,0,0,0,1,
1670359917059.00,-0.091632661,1.622661428144107,0.7400896838626507,-111.73,-44.28,119.4,40046,14228,0,105.6367790331843,2538,0,0,0,1,
1670359917069.00,-0.431431929,0.9825680700209095,0.519990175,40.37,29.34,111.59,48789,14228,0,128.75145511375817,2540,0,0,0,1,
1670359917076.00,-0.461235334,0.22245391344680862,0.20989603839223056,122.37,87.7,101.11,48789,14228,0,128.75145511375817,2542,0,0,0,1,
1670359917085.00,-0.801043425,-0.197682763,-0.240193123,171.68,99.23,85.98,47274,14228,0,124.74610977896812,2544,0,0,0,1,
1670359917092.00,-0.840856538,-0.157843828,-0.690277764,191.27,117.92,68.5,47274,14228,0,124.74610977896812,2546,0,0,0,1,
1670359917102.00,-0.250674739,0.2519688395713212,-1.740358228,178.99,194.21,-9.06,44231,14228,0,116.70104980948553,2548,0,0,0,1,
1670359917109.00,-0.830497833,0.3217533688045018,-1.590434521,165.65,237.94,-40.02,44231,14228,0,116.70104980948553,2550,1,0,0,0,
1670359917119.00,-1.810325357,-0.178492158,-2.350506098,146.8,286.68,-16.87,44312,14228,0,116.91519698580105,2552,1,0,0,0,
1670359917126.00,-0.650156479,-0.198769704,-1.560571709,118.82,286.35,59.39,44312,14228,0,116.91519698580105,2554,1,0,0,0,
1670359917135.00,1.140010030706735,-1.009081201,-0.160629394,141.66,204.88,101.78,43701,14228,0,115.29983989038406,2556,1,0,0,0,
1670359917142.00,0.32017557585668505,-2.119428385,2.7293232651057586,145.06,115.95,75.74,43701,14228,0,115.29983989038406,2558,1,0,0,0,
1670359917152.00,0.13034146601155924,-2.28981255,1.8692886054174513,210.87,98.17,65.35,42304,14228,0,111.6064620470166,2560,1,0,0,0,
1670359917159.00,1.140508823539533,-1.320234306,1.489268386426793,205.41,-4.4,97.44,42304,14228,0,111.6064620470166,2562,1,0,0,0,
1670359917169.00,0.080678575,-0.670693533,0.2492636650166131,202.02,-99.08,68.38,28905,14228,0,76.18228901675133,2564,1,0,0,0,
1670359917176.00,-0.529148539,0.3688104225072756,0.779274976,172.43,-124.99,7.1,28905,14228,0,76.18228901675133,2566,1,0,0,0,
1670359917185.00,-0.718971837,0.7482784501950086,0.8693025235456089,121.15,-91.33,23.35,17656,14228,0,46.44226943189768,2568,1,1,0,0,
1670359917192.00,-0.238790517,0.5077113959042819,0.8293462238361947,142.33,-105.63,55.18,17656,14228,0,46.44226943189768,2570,1,1,0,0,
1670359917202.00,1.0013963802756216,-0.232890071,-0.620594287,184.49,-1.78,-25.09,12043,14228,0,31.60266325092305,2572,0,1,0,0,
1670359917209.00,1.501589798036683,-0.173525414,-1.080519514,152.65,-16.56,-38.91,12043,14228,0,31.60266325092305,2574,0,1,0,0,
1670359917219.00,2.2017903658809783,-0.424194102,-0.32042986,119.11,-83.68,-44.25,7332,14228,0,19.14775772472112,2576,0,1,0,0,
1670359917226.00,2.6519981091800124,-0.29489552,-0.070325488,124.47,-206.6,-65.39,7332,14228,0,19.14775772472112,2578,0,1,0,0,
1670359917235.00,1.8122122392314743,-0.665628916,0.8897935922698225,159.06,-123.79,-94.96,1171,14228,0,2.859353363241578,2580,0,1,0,0,
1670359917242.00,0.5124311197542409,-1.386393352,1.8999273060477333,169.96,-31.12,-117.03,1171,14228,0,2.859353363241578,2582,0,1,0,0,
1670359917252.00,-0.597347512,-2.037187556,1.7100752274469877,35.47,19.24,-130.08,-2226,14228,0,-6.121609081,2584,0,1,0,0,
1670359917259.00,-0.857126163,-1.928009728,1.3302363556306143,-80.86,5.18,-159.4,-2226,14228,0,-6.121609081,2586,0,1,0,0,
1670359917269.00,-0.516907247,-1.348857377,0.8204090689231559,-89.71,17.08,-164.2,-4175,14228,0,-11.27436027,2588,0,1,0,0,
1670359917276.00,-0.506692939,-0.619727341,-0.309408746,-73.87,26.44,-154.51,-4175,14228,0,-11.27436027,2590,0,1,0,0,
1670359917285.00,-0.596485171,0.119384049,-0.979219444,-72.75,52.09,-113.46,-5720,14228,0,-15.35901938,2592,0,0,0,0,
1670359917292.00,-0.386285657,0.3484807173110599,-0.979025327,-99.2,63.17,-88.41,-5720,14228,0,-15.35901938,2594,0,0,0,0,
1670359917302.00,0.1039040780946769,0.597566614,-0.278828438,-164.45,91.99,-82.14,-6091,14228,0,-16.33986632,2596,0,0,0,0,
1670359917309.00,0.19408262308756657,0.7566455624364306,-0.24863053,-181.6,19.29,-89.63,-6091,14228,0,-16.33986632,2598,0,0,0,0,
1670359917319.00,0.6642485695880137,1.0657211584354491,-0.37843316,-144.32,-106.29,-102.98,-6018,14228,0,-16.14686948,2600,0,0,0,0,
1670359917326.00,0.6344003970910553,1.2847966764711272,-0.398237748,-133.27,-202.23,-99.86,-6018,14228,0,-16.14686948,2602,0,0,0,0,
1670359917335.00,-0.045463598,0.7838749937609704,-0.058045583,-144.26,-256.05,-91.89,-6221,14228,0,-16.68355932,2604,0,0,1,0,
1670359917342.00,-1.045345256,0.022958591275038187,0.21214214735185208,-155.47,-281.62,-54.15,-6221,14228,0,-16.68355932,2606,0,0,1,0,
1670359917352.00,-1.355246351,-0.317950316,0.2923242874501363,-160.58,-235.04,13.22,-5560,14228,0,-14.93601261,2608,0,0,1,0,
1670359917359.00,-1.235168346,-0.478849585,0.13249963205110535,-164.37,-121.93,51.64,-5560,14228,0,-14.93601261,2610,0,0,1,0,
1670359917369.00,-1.045112247,-0.63973698,-0.137333097,-178.34,-53.26,61.03,-5325,14228,0,-14.31472142,2612,0,0,1,0,
1670359917376.00,-0.945078586,-0.630610086,-0.217175214,-193.84,-30.61,59.98,-5325,14228,0,-14.31472142,2614,0,0,1,0,
1670359917385.00,-0.765067467,-0.081466269,-0.397028,-237.97,40.43,48.89,-5162,14228,0,-13.88378327,2616,0,0,1,0,
1670359917392.00,-0.595078629,0.10769727863945072,-0.436892643,-252.04,61.52,51.83,-5162,14228,0,-13.88378327,2618,0,0,1,0,
1670359917402.00,0.3448884788476445,0.446883434,-0.906770182,-282.88,71.4,68.59,-4713,14228,0,-12.69672053,2620,0,0,1,1,
1670359917409.00,0.5748345432505036,0.6860950216224271,-1.156661425,-286.72,39.38,60.9,-4713,14228,0,-12.69672053,2622,0,0,1,1,
1670359917419.00,0.6647602061667283,1.5953346803722104,-1.136566846,-286.72,7.46,27.29,-4550,14228,0,-12.26578239,2624,0,0,1,1,
1670359917426.00,0.34466592855536365,2.434604680399199,-0.286486526,-285.89,-20.38,33.08,-4550,14228,0,-12.26578239,2626,0,0,1,1,
1670359917435.00,-0.475448017,2.7639066613998513,0.46357977997210675,-193.14,-14.37,66.83,-3743,14228,0,-10.132242,2628,0,0,0,1,
1670359917442.00,-1.045581415,2.153241392996393,0.27363244937237624,-20.8,69.36,112.14,-3743,14228,0,-10.132242,2630,0,0,0,1,
1670359917452.00,-1.265733896,1.3326087004387182,-0.196328176,81.1,177.83,143.7,-4864,14228,0,-13.09593317,2632,0,0,0,1,
1670359917459.00,-1.265904737,0.8220075968129664,-0.676301797,106.12,196.11,167.2,-4864,14228,0,-13.09593317,2634,0,0,0,1,
1670359917469.00,-0.676092765,0.43143651924532833,-1.116288029,170.93,168.6,168.66,-5609,14228,0,-15.06555843,2636,0,0,0,1,
1670359917476.00,-0.376296389,0.3608935431444066,-1.286286232,179.14,181.14,151.15,-5609,14228,0,-15.06555843,2638,0,0,0,1,
1670359917485.00,0.3834862684073644,0.7103765103818496,-1.336295361,148.17,267.66,62.21,-5630,14228,0,-15.12107807,2640,0,0,0,0,
1670359917492.00,0.22325719701984909,0.8298830537031863,-1.026313894,130.87,285.13,36.66,-5630,14228,0,-15.12107807,2642,1,0,0,0,
1670359917502.00,-0.586981624,0.5994105550321089,-1.436339814,127.64,258.11,34.82,-5435,14228,0,-14.60553857,2644,1,0,0,0,
1670359917509.00,-1.117228193,0.40895612222246047,-2.316370584,149.21,191.11,60.31,-5435,14228,0,-14.60553857,2646,1,0,0,0,
1670359917519.00,-1.047480312,0.19851662715917973,-1.226403055,154.68,185.03,63.9,-5702,14228,0,-15.31143112,2648,1,0,0,0,
1670359917526.00,0.6422645232887237,0.10808877752375246,1.953566511577145,175.05,184.17,29.91,-5702,14228,0,-15.31143112,2650,1,0,0,0,
1670359917535.00,1.7820089930083356,-0.572330801,4.0735420087484115,233.2,145.42,-76.3,-5055,14228,0,-13.6008975,2652,1,0,0,0,
1670359917542.00,0.9517556112457406,-1.482745435,2.7835267407532998,256.19,162.28,-112.17,-5055,14228,0,-13.6008975,2654,1,0,0,0,
1670359917552.00,0.2315064869338314,-1.573158193,1.0835229333963472,280.67,131.46,-58.04,-5758,14228,0,-15.45948348,2656,1,0,0,0,
1670359917559.00,-0.39873662,-1.453571676,0.8635318111484891,284.47,73.36,-22.09,-5758,14228,0,-15.45948348,2658,1,0,0,0,
1670359917569.00,-0.898972063,-1.273987908,0.5035539583081716,257.72,-162.62,75.37,-5585,14228,0,-15.00210742,2660,1,1,0,0,
