epoch,ax,ay,az,gx,gy,gz,load,offset,error,force,frame,LF,RF,LH,RH,
1670359950809.00,1.2821304479774005,0.6224438981426309,-0.436988267,-43.9,133.65,139.25,-4379,14228,0,-11.8136939,10638,0,0,0,0,
1670359950819.00,1.7636548071556797,0.7618879303169015,-0.957059882,-17.65,73.02,121.49,-5400,14228,0,-14.51300584,10640,0,0,0,0,
1670359950826.00,1.8551630251933382,0.7413304942067412,-0.947106712,-5.56,33.03,119.89,-5400,14228,0,-14.51300584,10642,0,0,0,0,
1670359950836.00,0.4966548423543895,0.6107736091418755,-0.117130198,-77.9,-99.29,86.85,-4603,14228,0,-12.40590338,10644,0,0,0,0,
1670359950843.00,0.098129461,0.4102190208062989,0.082868478,-106.94,-116.24,72.23,-4603,14228,0,-12.40590338,10646,0,0,0,0,
1670359950852.00,-0.530414215,0.009668249,0.27288825510628545,-154.29,-134.28,32.89,-4006,14228,0,-10.82755937,10648,0,0,1,0,
1670359950859.00,-1.238977311,-0.170877323,0.7329280489640703,-204.79,-140.15,-11.78,-4006,14228,0,-10.82755937,10650,0,0,1,0,
1670359950869.00,-1.96756072,-0.381416343,0.9229866331748268,-230.41,-86.91,-30.89,-4187,14228,0,-11.30608578,10652,0,0,1,0,
1670359950876.00,-1.556164866,-0.981947385,0.7730625310158215,-243.31,38.33,-24.18,-4187,14228,0,-11.30608578,10654,0,0,1,0,
1670359950886.00,-0.724789567,-1.332468813,0.503153958,-271.78,160.54,-15.05,-3018,14228,0,-8.215492582,10656,0,0,1,0,
1670359950893.00,-0.233434102,-0.992978647,0.25325884719784125,-286.72,236.4,7.07,-3018,14228,0,-8.215492582,10658,0,0,1,0,
1670359950902.00,0.037902581,-0.123474498,-0.226625064,-286.72,262.48,44.94,543,14228,0,1.199051798721346,10660,0,0,1,1,
1670359950909.00,0.44922167114946665,1.0060463171632483,-0.816500101,-286.72,269.78,63.26,543,14228,0,1.199051798721346,10662,0,0,1,1,
1670359950919.00,0.8705243217494392,1.8055864868252545,-0.836368492,-286.72,286.63,71.18,1812,14228,0,4.554024227664299,10664,0,0,1,1,
1670359950926.00,0.8818115143910326,2.155148352,-0.936232221,-286.72,278.49,64.9,1812,14228,0,4.554024227664299,10666,0,0,1,1,
1670359950936.00,0.5830839516418254,3.2847335884402593,-1.286092933,-272.94,173.4,76.54,7441,14228,0,19.435931085441982,10668,0,0,0,1,
1670359950943.00,0.47434203604568215,3.084342940836466,-1.005951874,-147.8,102.5,67.9,7441,14228,0,19.435931085441982,10670,0,0,0,1,
1670359950952.00,-0.15441407,2.1039760411787443,-0.295809879,-38.45,-4.88,-32.38,8770,14228,0,22.949531052396427,10672,0,0,0,1,
1670359950959.00,-0.383184331,0.8036314486834966,-0.485667436,77.48,43.21,-114.07,8770,14228,0,22.949531052396427,10674,0,0,0,1,
1670359950969.00,0.39803127818115835,-0.126693059,-0.635524795,169.87,37.18,-100.27,7475,14228,0,19.525820023648496,10676,0,0,0,1,
1670359950976.00,2.639232739287877,-0.307000091,-0.755381993,216.11,-27.54,-103.83,7475,14228,0,19.525820023648496,10678,0,0,0,1,
1670359950986.00,3.2104196719170583,0.31270765297636965,-1.285238812,230.9,-122.59,-176.98,6804,14228,0,17.75183539022003,10680,0,0,0,0,
1670359950993.00,1.9815909012125037,0.3124274721395844,-2.525094652,195.72,-279.35,-173.2,6804,14228,0,17.75183539022003,10682,0,0,0,0,
1670359951002.00,-0.317255691,-0.477843366,-3.454948293,149.28,-286.72,-90.6,5523,14228,0,14.36513745367478,10684,0,1,0,0,
1670359951009.00,-1.76612283,-0.328107609,-2.224797587,109.92,-286.72,-47.85,5523,14228,0,14.36513745367478,10686,0,1,0,0,
1670359951019.00,-0.675013279,-1.608367898,1.6753605907907652,93.5,-286.72,7.82,9756,14228,0,25.55631026,10688,0,1,0,0,
1670359951026.00,-1.593929447,-1.668626584,1.9755298934079044,199.78,-250.26,-44.44,9756,14228,0,25.55631026,10690,0,1,0,0,
1670359951035.00,-0.762873278,-1.568885526,1.5057137946274362,275.53,-61.08,21.51,16027,14228,0,42.13553177,10692,0,1,0,0,
1670359951042.00,0.068153705,-1.169145981,1.2159151808044808,267.61,96.46,-10.07,16027,14228,0,42.13553177,10694,0,1,0,0,
1670359951052.00,1.2791502323150918,-0.409408636,0.45613634139370474,260.1,148.92,-52.68,13778,14228,0,36.18964289175522,10696,0,1,0,0,
1670359951059.00,1.9301149638279287,0.5603262223240639,1.3263791057999512,229.15,108.3,-79.54,13778,14228,0,36.18964289175522,10698,1,1,0,0,
1670359951069.00,0.6010461725918252,0.4000584568769553,1.5166449061434035,42.79,-79.56,-99.41,7517,14228,0,19.63685930025653,10700,1,1,0,0,
1670359951076.00,0.17194164926425728,0.1697878735854716,1.0969347215418068,57.89,-151.92,-81.8,7517,14228,0,19.63685930025653,10702,1,1,0,0,
1670359951085.00,-1.617201107,-0.430485834,0.23724904508079184,63.03,-252.66,-73.39,3660,14228,0,9.439752398418104,10704,1,0,0,0,
1670359951092.00,-2.946384495,-0.870762985,1.3275879645101225,76.77,-286.72,-66.9,3660,14228,0,9.439752398418104,10706,1,0,0,0,
1670359951102.00,-4.775610292,-0.481043766,1.0179512269673852,128.78,-190.34,40.73,331,14228,0,0.638567831,10708,1,0,0,0,
1670359951109.00,-3.424879115,-1.121328115,0.21833822287992355,229.55,-83.37,145.71,331,14228,0,0.638567831,10710,1,0,0,0,
1670359951119.00,-0.814190169,-2.591615625,1.5387479918060631,27.97,66.69,100.77,-2526,14228,0,-6.914746771,10712,1,0,0,0,
1670359951126.00,0.20645847783661642,-2.011905344,1.959179203574381,-108.85,232.48,88.15,-2526,14228,0,-6.914746771,10714,1,0,0,0,
1670359951135.00,0.7270693028060435,-0.942195583,1.3096300224360866,-9.5,237.46,207.26,-4485,14228,0,-12.09393589,10716,1,0,0,0,
1670359951142.00,0.6976448282238882,-0.122483967,-0.01990197,48.23,164.53,259.87,-4485,14228,0,-12.09393589,10718,1,0,0,0,
1670359951152.00,0.7681873787212871,0.507232283,-0.529419605,18.36,121.5,204.24,-5502,14228,0,-14.78267266,10720,0,0,0,0,
1670359951159.00,0.8586989987797475,0.7269560400929758,-0.618925826,-8.4,87.22,163.77,-5502,14228,0,-14.78267266,10722,0,0,0,0,
1670359951169.00,0.7991814245792082,0.7566900459442355,-0.87842344,-97.3,-20.05,85.05,-5947,14228,0,-15.95916023,10724,0,0,0,0,
1670359951176.00,0.8296360693271726,0.7364367922907407,-1.037914997,-103.63,-17.37,77.4,-5947,14228,0,-15.95916023,10726,0,0,0,0,
1670359951185.00,1.2600640076018785,0.9461984752083701,-0.797402716,-62.68,-44.2,77.42,-5388,14228,0,-14.48128033,10728,0,0,0,0,
1670359951192.00,1.1904659332681242,1.0159769671980263,-0.536888465,-42.31,-115.19,65.88,-5388,14228,0,-14.48128033,10730,0,0,0,0,
1670359951202.00,0.4008421201474461,0.7157737875994121,-0.116373812,-104.27,-162.52,24.17,-5983,14228,0,-16.05433675,10732,0,0,0,0,
1670359951209.00,-0.50880751,0.2555901131547576,0.094139872,-152.21,-133,-10.09,-5983,14228,0,-16.05433675,10734,0,0,0,0,
1670359951219.00,-1.188483164,-0.164573133,0.5746512824790523,-185.69,-107.06,-27.81,-5552,14228,0,-14.91486227,10736,0,0,1,0,
1670359951226.00,-1.638184886,-0.664715129,0.7851590483902982,-214.85,-75.27,-38.47,-5552,14228,0,-14.91486227,10738,0,0,1,0,
1670359951235.00,-1.687912291,-1.184834977,0.605661613,-265.2,2.12,-43.78,-5311,14228,0,-14.27770833,10740,0,0,1,0,
1670359951242.00,-1.207664424,-1.174931522,0.6261571672226068,-285.03,53.46,-47.07,-5311,14228,0,-14.27770833,10742,0,0,1,0,
1670359951252.00,-0.497439748,-0.665003226,0.19664364980997381,-286.72,178.48,-39.16,-4254,14228,0,-11.48321987,10744,0,0,1,0,
1670359951259.00,-0.157236284,-0.275048169,-0.062881191,-286.72,203.57,-28.7,-4254,14228,0,-11.48321987,10746,0,0,1,0,
1670359951269.00,1.3929481647418513,1.0749358171507026,-0.782419689,-286.72,202.8,36.75,-3879,14228,0,-10.49179775,10748,0,0,1,1,
1670359951276.00,1.8231157148475732,1.6549508885059465,-1.021974101,-286.72,164.47,50.85,-3879,14228,0,-10.49179775,10750,0,0,1,1,
1670359951285.00,1.5832680805334278,2.964998845080726,-1.161546431,-286.72,5.99,50.01,-1908,14228,0,-5.280883129,10752,0,0,1,1,
1670359951292.00,0.543406397,3.175080763941138,-0.901138316,-243.13,-124.66,40.67,-1908,14228,0,-5.280883129,10754,0,0,1,1,
1670359951302.00,0.013531290366132251,2.4751967080061417,-1.170750977,-60.45,-62.19,48.5,-1647,14228,0,-4.590853339,10756,0,0,0,1,
1670359951309.00,-0.016356898,1.505345643456912,-1.390385207,50.07,30.26,57.19,-1647,14228,0,-4.590853339,10758,0,0,0,1,
1670359951319.00,0.17374207585724066,0.9755256008159454,-1.410041331,88.52,-2.9,58.65,-4444,14228,0,-11.9855404,10760,0,0,0,1,
1670359951326.00,0.023828423,0.4657339502474588,-1.269719156,146.96,-31.87,65.96,-4444,14228,0,-11.9855404,10762,0,0,0,1,
1670359951335.00,0.28390232143425387,0.5859676429244427,-0.929417957,190.46,-0.79,57.01,-4697,14228,0,-12.65441985,10764,0,0,0,1,
1670359951342.00,-0.016036098,0.9062233443857045,0.000863445,192.32,11.54,38.31,-4697,14228,0,-12.65441985,10766,0,0,0,0,
1670359951352.00,-1.135986726,0.7064974536485971,0.061126533,205.92,26.06,27.99,-2904,14228,0,-7.91410026,10768,0,0,0,0,
1670359951359.00,-1.955949316,0.31678608564830935,-0.568627082,217.7,61.07,28.81,-2904,14228,0,-7.91410026,10770,0,0,0,0,
1670359951369.00,-2.165923208,-0.372914878,-2.898395643,224.85,92.13,63.28,-2627,14228,0,-7.181769793,10772,1,0,0,0,
1670359951376.00,-1.845907074,-0.592609643,-2.958176953,185.48,110.51,56.86,-2627,14228,0,-7.181769793,10774,1,0,0,0,
1670359951385.00,-1.215898824,-0.602302336,-1.887967982,118,142.61,21.4,-3852,14228,0,-10.42041536,10776,1,0,0,0,
1670359951392.00,-0.035895702,-0.511996893,0.08223523,101.11,92.41,13.97,-3852,14228,0,-10.42041536,10778,1,0,0,0,
1670359951402.00,1.6341054257082432,-0.72169702,1.6724372447995868,197.38,99.06,-21.49,-2793,14228,0,-7.620639315,10780,1,0,0,0,
1670359951409.00,2.2941076501825695,-1.181406171,2.032642656,251.43,90.59,-76,-2793,14228,0,-7.620639315,10782,1,0,0,0,
1670359951419.00,1.2641135891241468,-0.751127491,2.4828555821951785,277.55,92.3,-81.81,-1864,14228,0,-5.164556268,10784,1,0,0,0,
1670359951426.00,0.414125219,-1.50086375,1.6430793778142723,286.68,-22.65,20.43,-1864,14228,0,-5.164556268,10786,1,0,0,0,
1670359951435.00,-1.175855955,-1.870617272,0.1433166154551101,286.68,-232.08,93.29,-847,14228,0,-2.475819499,10788,1,0,0,0,
1670359951442.00,-1.785828511,-1.630389827,-0.386430682,284.93,-277.18,88.32,-847,14228,0,-2.475819499,10790,1,1,0,0,
1670359951452.00,-1.625790705,-0.86018255,0.6038392858143301,74.01,-10.9,32.03,-2628,14228,0,-7.184413585,10792,1,1,0,0,
1670359951459.00,-0.645740241,-0.509996012,0.21412825429067867,27.97,106.53,18.75,-2628,14228,0,-7.184413585,10794,0,1,0,0,
1670359951469.00,2.4843256316828644,-1.239830361,3.6444377924642875,14.1,286.05,39.46,-2987,14228,0,-8.133535021,10796,0,1,0,0,
1670359951476.00,3.334409634243357,-0.959685399,2.4147689625701463,44.51,196.47,-22.92,-2987,14228,0,-8.133535021,10798,0,1,0,0,
1670359951485.00,3.4945138022215283,-0.099560567,-0.674877979,265.09,198.9,-102.87,-3848,14228,0,-10.40984019,10800,0,1,0,0,
1670359951492.00,2.8946390193934977,-1.389454985,0.5354965475612504,169.71,212.3,-122.34,-3848,14228,0,-10.40984019,10802,0,1,0,0,
1670359951502.00,1.2047849331019496,-1.989367442,1.7658917941404917,-90.28,60.45,-229.44,-5015,14228,0,-13.49514581,10804,0,1,0,0,
1670359951509.00,0.064950204,-1.659296245,1.9163067153667546,-127.5,-57.28,-250.29,-5015,14228,0,-13.49514581,10806,0,1,0,0,
1670359951519.00,-0.514867058,-0.709239078,0.8367397530130436,-79.56,-98.99,-238.81,-5370,14228,0,-14.43369207,10808,0,1,0,0,
1670359951526.00,-0.684668874,-0.129193072,-0.312811203,-52.63,-79.01,-187.39,-5370,14228,0,-14.43369207,10810,0,1,0,0,
1670359951535.00,-0.44445715,0.29084497086369054,-1.352348559,-54.79,-31.29,-134.26,-5915,14228,0,-15.87455888,10812,0,0,0,0,
1670359951542.00,-0.174233586,0.47087833798454504,-1.56187463,-83.68,13.8,-109.25,-5915,14228,0,-15.87455888,10814,0,0,0,0,
1670359951552.00,0.3860002708191212,0.9109102348811196,-0.931391342,-233.25,50.38,-121.41,-5958,14228,0,-15.98824194,10816,0,0,0,0,
1670359951559.00,0.07624292,1.1409436512340978,-0.730900132,-257.42,-2.04,-138.31,-5958,14228,0,-15.98824194,10818,0,0,0,0,
1670359951569.00,-0.223507169,2.0809812204385874,-0.070402031,-248.54,-101.01,-143.58,-5241,14228,0,-14.09264287,10820,0,0,0,0,
1670359951576.00,-0.213251545,1.7610250509824872,0.15010216936857326,-193.66,-134.93,-85.34,-5241,14228,0,-14.09264287,10822,0,0,0,0,
1670359951585.00,-0.272991713,-0.038923371,0.070611772,-131.62,-151.2,-12.87,-3994,14228,0,-10.79583387,10824,0,0,0,0,
1670359951592.00,0.3172708941513303,-0.598863042,0.17112606883674722,-123.51,-137,33.63,-3994,14228,0,-10.79583387,10826,0,0,0,0,
1670359951602.00,0.18753487436510058,-0.038793116,0.6916442947695424,-190.83,-31.74,-3.2,-2279,14228,0,-6.261730072,10828,0,0,0,1,
1670359951609.00,0.15779878858468036,0.20128729867527012,0.5921655640576952,-199.5,-38.9,3.1,-2279,14228,0,-6.261730072,10830,0,0,0,1,
1670359951619.00,-0.281938864,0.16137913623795555,0.32268880160788466,-191.19,-33.7,22.16,-3046,14228,0,-8.289518767,10832,0,0,0,1,
1670359951626.00,-0.571679592,0.10148330187722349,0.20321273317345628,-192.46,-21.81,41.48,-3046,14228,0,-8.289518767,10834,0,0,0,1,
1670359951635.00,-0.611424811,0.39160063727732686,-0.066264059,-209.74,23.01,71.95,-2341,14228,0,-6.425645195,10836,0,0,0,1,
1670359951642.00,-0.621175748,0.5717318944850857,-0.265743056,-221.9,28.45,71.64,-2341,14228,0,-6.425645195,10838,0,0,0,1,
1670359951652.00,-0.640933399,1.6018776557991627,-0.155225727,-257.69,27.71,74.19,-2202,14228,0,-6.058158065,10840,0,0,1,1,
1670359951659.00,-0.370698518,1.6120381763336866,-0.104713484,-251.01,40.78,85.77,-2202,14228,0,-6.058158065,10842,0,0,1,1,
1670359951669.00,0.099528351,1.3722132096156048,-1.024207649,-179.01,107.21,85.66,-1347,14228,0,-3.797715649,10844,0,0,1,0,
1670359951676.00,0.2397467798126923,1.2424019259604087,-1.613709364,-98.44,170.75,62.6,-1347,14228,0,-3.797715649,10846,0,0,1,0,
1670359951685.00,0.8599563345190568,1.3426029321066066,-1.253219412,-81.44,102.1,38.57,2532,14228,0,6.457554683802146,10848,0,0,1,0,
1670359951692.00,1.5501564199738502,1.212814307555982,-0.122738102,-58.63,-14.24,2.19,2532,14228,0,6.457554683802146,10850,0,0,1,0,
1670359951702.00,0.8303461105375648,0.6430336356712308,-0.132265352,36.86,-113.59,-33.82,8275,14228,0,21.64085386380166,10852,0,0,1,0,
1670359951709.00,-0.219475921,0.38325807966512315,-0.651800869,126.48,-127.29,-57.74,8275,14228,0,21.64085386380166,10854,0,0,1,0,
1670359951719.00,-1.089311251,0.37348450447981396,-0.771344209,167.11,-108.66,-83.9,11368,14228,0,29.818103448293822,10856,0,0,1,0,
1670359951726.00,-1.229161409,0.24370957995768738,-0.47089473,175.66,-87.4,-96.25,11368,14228,0,29.818103448293822,10858,0,0,0,0,
1670359951735.00,-0.18902763,-0.116070156,0.3395484366772587,170.67,-42.64,-144.55,14445,14228,0,37.95305235598292,10860,0,0,0,0,
1670359951742.00,0.46108915552535956,-0.395858226,0.2299862807704653,184.42,-63.74,-151.92,14445,14228,0,37.95305235598292,10862,0,0,0,0,
1670359951752.00,0.7211881316334737,-0.935658108,-2.629580149,217.38,-95.25,-87.25,15160,14228,0,39.84336385061981,10864,0,1,0,0,
1670359951759.00,0.49126837812489793,-1.095473093,-3.059149521,168.54,-48.58,-51.06,15160,14228,0,39.84336385061981,10866,0,1,0,0,
1670359951769.00,0.27132877002635636,-0.965306157,-2.598719773,79,-79.63,-15.76,19649,14228,0,51.71134748617924,10868,0,1,0,0,
1670359951776.00,0.5013679858184144,-0.695159896,0.10171212973744809,47.98,-132.68,-42.19,19649,14228,0,51.71134748617924,10870,0,1,0,0,
1670359951785.00,0.18138454183157174,-0.945036533,2.022149920068469,109.01,-229,-83.64,24958,14228,0,65.74724080789566,10872,0,1,0,0,
1670359951792.00,-1.998623128,-0.684937956,1.1025974225344466,275.65,-64.79,-49.42,24958,14228,0,65.74724080789566,10874,0,1,0,0,
1670359951802.00,-1.318656442,-0.614865731,0.7030580860273771,270.09,57.85,-15.23,23647,14228,0,62.28122910234467,10876,1,1,0,0,
1670359951809.00,0.6412835659821239,-0.924821127,1.1135348922345054,240.92,195.31,-98.73,23647,14228,0,62.28122910234467,10878,1,1,0,0,
1670359951819.00,2.191196136079359,-0.844805117,0.8840304240443342,204.21,219.8,-119.52,17118,14228,0,45.01990917439468,10880,1,1,0,0,
1670359951826.00,2.191080319996074,-0.774818351,1.9045468643581462,154.95,184.01,-119.79,17118,14228,0,45.01990917439468,10882,1,1,0,0,
1670359951835.00,0.29093458477736417,-1.184861139,2.59508588,55.42,-226.51,-93.42,12357,14228,0,32.43281403318317,10884,1,0,0,0,
1670359951842.00,-1.089243167,-1.434933415,2.6656484130523044,32.86,-277.47,-62.02,12357,14228,0,32.43281403318317,10886,1,0,0,0,
1670359951852.00,-4.649455124,-0.755034674,0.4262345261358057,113.66,-164.27,71.74,6312,14228,0,16.451089578525835,10888,1,0,0,0,
1670359951859.00,-4.839702814,-1.275163951,0.26684352900420805,141.32,-128.41,91.63,6312,14228,0,16.451089578525835,10890,1,0,0,0,
1670359951869.00,-2.069986428,-1.575319831,1.0574742835432798,42,55.8,48.06,2969,14228,0,7.612891919,10892,1,0,0,0,
1670359951876.00,0.2496952539120998,-1.085500411,1.4481253610729652,-48.72,227.23,102.52,2969,14228,0,7.612891919,10894,1,0,0,0,
1670359951885.00,0.7093443199203705,-0.535703285,0.558794979,19.98,217.02,156.66,1372,14228,0,3.390755616,10896,1,0,0,0,
1670359951892.00,0.4589630653662067,0.2640743505939832,-0.350519021,34.65,206.35,190.05,1372,14228,0,3.390755616,10898,0,0,0,0,
1670359951902.00,0.9985536354745237,0.6538354861246465,-0.409819007,-14.65,124.46,220.95,-819,14228,0,-2.401793314,10900,0,0,0,0,
1670359951909.00,1.8881178830708498,0.26358307968519734,-0.319107337,-57.52,65.62,179.13,-819,14228,0,-2.401793314,10902,0,0,0,0,
1670359951919.00,1.8376572138546656,0.2933199453598343,-0.498386244,-111.14,-69.43,105.25,-456,14228,0,-1.442096709,10904,0,0,0,0,
1670359951926.00,1.8971724092355566,0.65304874,-0.677657793,-104.95,-111.83,102.4,-456,14228,0,-1.442096709,10906,0,0,0,0,
1670359951935.00,0.4066635629148545,0.7327719521919565,-0.636923854,-109.58,-212.84,95.78,349,14228,0,0.6861560924842042,10908,0,0,0,0,
1670359951942.00,-0.25386978,1.0324918355954649,-0.476186059,-131.07,-224.64,86.1,349,14228,0,0.6861560924842042,10910,0,0,1,0,
1670359951952.00,-1.434428309,0.9022103378937099,0.38455417212607923,-185.33,-168.79,61.61,-630,14228,0,-1.902116569,10912,0,0,1,0,
1670359951959.00,-2.235012566,-0.258070921,0.8752955110292157,-208.64,-49.74,23.2,-630,14228,0,-1.902116569,10914,0,0,1,0,
1670359951969.00,-1.625622597,-0.808350532,1.0360365221688568,-241.61,87.78,-1.69,1123,14228,0,2.7324513328323885,10916,0,0,1,0,
1670359951976.00,-0.416257793,-1.208627052,0.7767754897528045,-278.35,180.32,-4.28,1123,14228,0,2.7324513328323885,10918,0,0,1,0,
1670359951985.00,0.19308299295769377,-0.748898774,0.43751035761646195,-286.7,190.69,-13.26,1400,14228,0,3.464781799985421,10920,0,0,1,0,
1670359951992.00,0.3824011604594022,-0.029163649,0.13823878105707793,-286.72,161.83,5.54,1400,14228,0,3.464781799985421,10922,0,0,1,1,
1670359952002.00,-0.018301876,1.1005806020961741,-0.801041747,-286.72,211.67,15.15,1189,14228,0,2.9069416246450244,10924,0,0,1,1,
1670359952009.00,-0.139024762,1.370336222,-0.890333716,-286.72,260.54,16.69,1189,14228,0,2.9069416246450244,10926,0,0,1,1,
1670359952018.00,-0.559766156,2.110105122559513,-1.339639397,-274.71,259.5,38.81,2546,14228,0,6.494567776004826,10928,0,0,1,1,
1670359952025.00,-0.450524637,2.7798886199610786,-1.298960686,-239.27,187.19,82.89,2546,14228,0,6.494567776004826,10930,0,0,1,1,
1670359952035.00,-0.331298631,2.949687200573671,-0.338299032,-201.02,129.14,43.84,5087,14228,0,13.212444010791309,10932,0,0,0,1,
1670359952042.00,-0.132086403,2.1295003423917693,0.1423444985701855,-100.12,123.24,-65.23,5087,14228,0,13.212444010791309,10934,0,0,0,1,
1670359952052.00,0.25711389887687097,0.6693265228596236,-0.707030946,58.28,150.61,-127.46,5580,14228,0,14.515833614785691,10936,0,0,0,1,
1670359952059.00,1.806304119366165,-0.300836522,-1.396426067,120.57,158.82,-112.22,5580,14228,0,14.515833614785691,10938,0,0,0,1,
1670359952068.00,3.6354858151580536,-0.340991404,-1.135841297,198.57,64.71,-128.8,5943,14228,0,15.475530219755193,10940,0,0,0,1,
1670359952075.00,4.274659781021832,0.288859216,-0.74527666,204.91,-43.04,-154.92,5943,14228,0,15.475530219755193,10942,0,0,0,1,
1670359952085.00,2.1738256003520164,0.38871270543575565,-1.634731741,235.21,-286.72,-191.22,6268,14228,0,16.334762717317414,10944,0,0,0,0,
1670359952092.00,1.072981565434323,0.028566388388256314,-2.474205637,251.75,-286.72,-163.04,6268,14228,0,16.334762717317414,10946,0,0,0,0,
1670359952102.00,-0.997874956,-0.601582477,-3.183696774,223.19,-286.72,-113.12,3429,14228,0,8.829036377073878,10948,0,1,0,0,
1670359952109.00,-2.43874692,-0.751736603,-3.233202626,148.09,-286.72,-64.36,3429,14228,0,8.829036377073878,10950,0,1,0,0,
1670359952118.00,-2.409636991,-0.581898536,-2.532719518,101.87,-283.95,-31.19,8866,14228,0,23.20333511321481,10952,0,1,0,0,
1670359952125.00,-1.990547107,-1.092070565,0.8877573180052472,107.54,-188.08,-56.57,8866,14228,0,23.20333511321481,10954,0,1,0,0,
1670359952135.00,-1.971478326,-1.092254666,3.3882332593416336,189.66,-169.1,-43.92,16129,14228,0,42.405198589505325,10956,0,1,0,0,
1670359952142.00,-0.772430895,-1.452452428,2.158713491193427,284.81,54.98,1.62,16129,14228,0,42.405198589505325,10958,0,1,0,0,
1670359952152.00,1.0865955464022803,-1.892664964,-0.210797544,286.26,186.71,-41.4,20808,14228,0,54.775502762101134,10960,0,1,0,0,
1670359952159.00,3.1056015313776695,-0.642892826,0.27970392821208023,254.19,166.74,-71.36,20808,14228,0,54.775502762101134,10962,0,1,0,0,
1670359952168.00,1.9345872006118334,0.22686394748206323,3.1602213054317145,52.86,8.53,-65,16955,14228,0,44.588971029463465,10964,1,1,0,0,
1670359952175.00,1.173551918117759,0.3866056062621205,2.1507575428499406,71.29,-79.34,-77.79,16955,14228,0,44.588971029463465,10966,1,1,0,0,
1670359952185.00,-1.887505649,-0.003667561,0.27131487843532115,141.57,-167.73,-70.14,13748,14228,0,36.11032912274948,10968,1,0,0,0,
1670359952192.00,-2.078587038,-0.223955323,0.5018948664397009,153.4,-106.75,-59.28,13748,14228,0,36.11032912274948,10970,1,0,0,0,
1670359952202.00,-4.479693352,-1.944257422,1.9124986293388768,131.66,-63.95,-21.14,11935,14228,0,31.317133682502377,10972,1,0,0,0,
1670359952209.00,-4.290824668,-1.764573339,0.3631269339233691,157.04,103.47,97.85,11935,14228,0,31.317133682502377,10974,1,0,0,0,
1670359952218.00,-0.641979697,-1.984902015,1.623780127205859,29.82,175.3,162.28,5492,14228,0,14.283179892368846,10976,1,0,0,0,
1670359952225.00,0.8768440362877434,-1.015241704,2.774458067330523,-83.35,171.68,156.58,5492,14228,0,14.283179892368846,10978,1,0,0,0,
1670359952235.00,1.5556495152359529,-0.515590024,1.8951599614389547,25.09,139.5,199.1,661,14228,0,1.5110192901439374,10980,1,0,0,0,
1670359952242.00,1.3144395751761895,0.034055850436520985,0.5858842267223769,64.86,116.17,208.96,661,14228,0,1.5110192901439374,10982,1,0,0,0,
1670359952252.00,1.0432165900916124,0.443698959,0.4066286108610281,16.42,45.6,201.92,-2088,14228,0,-5.756765743,10984,1,0,0,0,
1670359952259.00,1.0519824298648397,0.7133423520567821,0.34739046634675075,-9.41,7.53,186.66,-2088,14228,0,-5.756765743,10986,0,0,0,0,
1670359952268.00,0.980738509,0.9629889253854516,-0.441833045,-73.25,-142.46,127.63,-4771,14228,0,-12.85006048,10988,0,0,0,0,
1670359952275.00,0.7794858300322708,0.9926413038211119,-0.641044807,-74.05,-152.25,109.42,-4771,14228,0,-12.85006048,10990,0,0,0,0,
1670359952285.00,0.858225019,0.7523017676127901,-0.840247598,-35.16,-145.01,101.1,-5838,14228,0,-15.67098687,10992,0,0,0,0,
1670359952292.00,0.7169563579465622,0.5919722447707807,-0.789443964,-25.76,-181.84,86.26,-5838,14228,0,-15.67098687,10994,0,0,0,0,
1670359952302.00,0.18567982123852358,0.24165436258223566,-0.358636158,-90.26,-173.55,60.45,-5803,14228,0,-15.57845414,10996,0,0,1,0,
1670359952309.00,-0.575604833,-0.15865046,0.10217381498332234,-180.13,-120.74,19.5,-5803,14228,0,-15.57845414,10998,0,0,1,0,
1670359952318.00,-1.16689788,-0.648940887,0.36298408511462693,-240.11,-79.12,-11.71,-5818,14228,0,-15.61811102,11000,0,0,1,0,
1670359952325.00,-1.608199389,-0.999215506,0.8737927646227502,-277.84,-32.67,-19.92,-5818,14228,0,-15.61811102,11002,0,0,1,0,
1670359952335.00,-1.509509006,-0.989472675,1.0645977964246183,-286.72,53.38,6.71,-5355,14228,0,-14.39403519,11004,0,0,1,0,
1670359952342.00,-0.900825828,-0.909710412,0.365396839,-286.72,104.47,25.84,-5355,14228,0,-14.39403519,11006,0,0,1,0,
1670359952352.00,-0.112148449,-0.239926374,-0.373812734,-286.72,198.41,33.78,-3722,14228,0,-10.07672236,11008,0,0,1,1,
1670359952359.00,0.3665248688941911,0.2998820582835721,-0.603033675,-286.72,207.24,43.56,-3722,14228,0,-10.07672236,11010,0,0,1,1,
1670359952368.00,2.065195917336542,1.819717580222039,-0.902268665,-286.72,134.71,84.33,477,14228,0,1.0245615069087102,11012,0,0,1,1,
1670359952375.00,1.9938662118177888,2.739582638708431,-0.99152015,-286.72,51.55,93.93,477,14228,0,1.0245615069087102,11014,0,0,1,1,
1670359952385.00,0.5825367114326621,3.3994790264322363,-1.140790243,-276.26,-112.47,80.59,5772,14228,0,15.023441736422452,11016,0,0,0,1,
1670359952392.00,-0.568792182,2.8994075255943095,-0.730080675,-125.77,-45.35,36.31,5772,14228,0,15.023441736422452,11018,0,0,0,1,
1670359952402.00,-0.880120326,1.599367761788065,-0.149392805,31.98,62.78,39.33,4123,14228,0,10.663828233406749,11020,0,0,0,1,
